iso3,country,year,scenario,hot_days_proj,hot_days_proj_diff_1981_2010,icing_days_proj,icing_days_proj_diff_1981_2010,trop_nights_proj,trop_nights_proj_diff_1981_2010,trop_nights_proj_pct_change_1981_2010,icing_days_proj_pct_change_1981_2010,hot_days_proj_pct_change_1981_2010,scenario_label,linked_ssp,is_linked_scenario
ARG,ARG,2030,PROJ_SSP126,31.5,8.5,1.1,-0.4,38.8,-4.6,-10.599078341013826,-26.666666666666668,36.95652173913043,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2030,PROJ_SSP245,34.8,11.8,1.0,-0.5,40.8,-2.6,-5.990783410138249,-33.33333333333333,51.30434782608697,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2030,PROJ_SSP370,35.2,12.2,1.0,-0.6,41.4,-2.0,-4.6082949308755765,-37.49999999999999,53.043478260869556,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2030,PROJ_SSP585,33.4,10.4,1.1,-0.4,39.1,-4.3,-9.90783410138249,-26.666666666666668,45.21739130434783,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2031,PROJ_SSP126,35.6,12.6,1.1,-0.4,40.9,-2.5,-5.76036866359447,-26.666666666666668,54.78260869565217,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2031,PROJ_SSP245,33.4,10.3,1.0,-0.5,39.9,-3.5,-8.064516129032258,-33.33333333333333,44.588744588744596,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2031,PROJ_SSP370,36.3,13.3,1.3,-0.2,42.9,-0.5,-1.1520737327188941,-13.333333333333334,57.82608695652175,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2031,PROJ_SSP585,34.8,11.8,1.0,-0.5,41.5,-1.9,-4.377880184331797,-33.33333333333333,51.30434782608697,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2032,PROJ_SSP126,36.0,13.0,0.9,-0.6,40.7,-2.7,-6.221198156682027,-40.0,56.52173913043478,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2032,PROJ_SSP245,31.7,8.7,1.1,-0.5,41.1,-2.2,-5.080831408775981,-31.25,37.826086956521735,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2032,PROJ_SSP370,34.8,11.8,1.2,-0.4,43.1,-0.2,-0.4618937644341801,-25.0,51.30434782608697,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2032,PROJ_SSP585,36.3,13.2,0.9,-0.7,42.6,-0.8,-1.8433179723502304,-43.74999999999999,57.14285714285714,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2033,PROJ_SSP126,35.1,12.1,1.1,-0.5,40.1,-3.3,-7.603686635944701,-31.25,52.60869565217391,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2033,PROJ_SSP245,33.4,10.3,1.0,-0.5,39.5,-3.9,-8.986175115207374,-33.33333333333333,44.588744588744596,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2033,PROJ_SSP370,35.4,12.3,1.1,-0.5,43.1,-0.3,-0.6912442396313364,-31.25,53.24675324675325,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2033,PROJ_SSP585,35.4,12.4,1.2,-0.4,40.6,-2.7,-6.235565819861431,-25.0,53.91304347826087,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2034,PROJ_SSP126,34.5,11.4,1.1,-0.5,39.8,-3.6,-8.294930875576037,-31.25,49.35064935064935,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2034,PROJ_SSP245,34.8,11.7,1.0,-0.6,41.3,-2.0,-4.618937644341801,-37.49999999999999,50.64935064935065,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2034,PROJ_SSP370,35.2,12.1,1.1,-0.5,43.3,-0.1,-0.2304147465437788,-31.25,52.38095238095237,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2034,PROJ_SSP585,35.7,12.6,0.9,-0.6,40.9,-2.5,-5.76036866359447,-40.0,54.54545454545454,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2035,PROJ_SSP126,34.0,11.0,1.1,-0.5,42.9,-0.4,-0.9237875288683605,-31.25,47.82608695652174,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2035,PROJ_SSP245,37.4,14.3,1.1,-0.5,41.6,-1.7,-3.9260969976905304,-31.25,61.90476190476192,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2035,PROJ_SSP370,34.5,11.5,1.0,-0.5,44.1,0.8,1.8475750577367205,-33.33333333333333,50.0,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2035,PROJ_SSP585,38.7,15.7,0.9,-0.6,43.0,-0.4,-0.9216589861751152,-40.0,68.26086956521738,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2036,PROJ_SSP126,36.3,13.2,0.9,-0.6,43.3,0.0,0.0,-40.0,57.14285714285714,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2036,PROJ_SSP245,38.4,15.3,0.9,-0.6,40.7,-2.7,-6.221198156682027,-40.0,66.23376623376625,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2036,PROJ_SSP370,38.8,15.7,0.9,-0.6,45.3,1.9,4.377880184331797,-40.0,67.96536796536797,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2036,PROJ_SSP585,38.5,15.5,0.9,-0.6,43.8,0.4,0.9216589861751152,-40.0,67.3913043478261,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2037,PROJ_SSP126,34.2,11.2,1.0,-0.5,43.6,0.3,0.6928406466512702,-33.33333333333333,48.69565217391303,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2037,PROJ_SSP245,35.4,12.3,1.0,-0.5,42.9,-0.4,-0.9237875288683605,-33.33333333333333,53.24675324675325,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2037,PROJ_SSP370,37.9,14.9,1.0,-0.5,47.0,3.6,8.294930875576037,-33.33333333333333,64.78260869565217,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2037,PROJ_SSP585,40.8,17.7,0.9,-0.6,44.9,1.5,3.4562211981566824,-40.0,76.62337662337663,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2038,PROJ_SSP126,36.6,13.5,1.0,-0.5,42.4,-1.0,-2.3041474654377883,-33.33333333333333,58.44155844155844,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2038,PROJ_SSP245,36.8,13.8,0.9,-0.6,42.4,-1.0,-2.3041474654377883,-40.0,60.00000000000001,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2038,PROJ_SSP370,36.6,13.5,1.0,-0.5,43.7,0.3,0.6912442396313363,-33.33333333333333,58.44155844155844,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2038,PROJ_SSP585,40.4,17.3,1.0,-0.6,45.4,2.0,4.6082949308755765,-37.49999999999999,74.8917748917749,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2039,PROJ_SSP126,37.8,14.7,1.1,-0.5,43.4,0.0,0.0,-31.25,63.63636363636363,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2039,PROJ_SSP245,36.4,13.4,1.1,-0.4,42.3,-1.1,-2.5345622119815667,-26.666666666666668,58.26086956521739,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2039,PROJ_SSP370,37.1,14.1,0.9,-0.7,45.7,2.4,5.542725173210162,-43.74999999999999,61.30434782608696,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2039,PROJ_SSP585,38.5,15.4,0.8,-0.7,45.4,2.0,4.6082949308755765,-46.666666666666664,66.66666666666666,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2040,PROJ_SSP126,37.2,14.2,1.0,-0.6,42.5,-0.8,-1.847575057736721,-37.49999999999999,61.739130434782595,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2040,PROJ_SSP245,39.8,16.7,0.9,-0.6,43.5,0.2,0.46189376443418023,-40.0,72.2943722943723,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2040,PROJ_SSP370,39.5,16.5,0.8,-0.7,45.1,1.7,3.9170506912442393,-46.666666666666664,71.73913043478261,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2040,PROJ_SSP585,39.1,16.1,0.9,-0.6,46.1,2.7,6.2211981566820285,-40.0,70.0,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2041,PROJ_SSP126,37.8,14.8,0.9,-0.7,43.4,0.0,0.0,-43.74999999999999,64.34782608695654,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2041,PROJ_SSP245,36.0,13.0,1.0,-0.6,42.6,-0.8,-1.8433179723502304,-37.49999999999999,56.52173913043478,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2041,PROJ_SSP370,38.8,15.8,0.9,-0.6,45.5,2.1,4.838709677419355,-40.0,68.69565217391306,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2041,PROJ_SSP585,42.5,19.5,0.7,-0.8,47.1,3.7,8.525345622119817,-53.333333333333336,84.78260869565217,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2042,PROJ_SSP126,36.1,13.0,1.1,-0.5,43.3,-0.1,-0.2304147465437788,-31.25,56.27705627705627,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2042,PROJ_SSP245,35.1,12.0,0.9,-0.6,41.4,-2.0,-4.6082949308755765,-40.0,51.94805194805194,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2042,PROJ_SSP370,38.1,15.1,0.9,-0.6,46.2,2.8,6.451612903225805,-40.0,65.65217391304347,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2042,PROJ_SSP585,41.2,18.2,0.9,-0.6,46.4,3.1,7.159353348729793,-40.0,79.13043478260869,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2043,PROJ_SSP126,35.6,12.6,1.1,-0.5,42.6,-0.8,-1.8433179723502304,-31.25,54.78260869565217,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2043,PROJ_SSP245,37.2,14.1,0.9,-0.7,42.5,-0.9,-2.0737327188940093,-43.74999999999999,61.038961038961034,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2043,PROJ_SSP370,39.0,16.0,0.9,-0.6,46.8,3.4,7.834101382488479,-40.0,69.56521739130434,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2043,PROJ_SSP585,42.0,19.0,0.8,-0.7,46.3,2.9,6.682027649769585,-46.666666666666664,82.6086956521739,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2044,PROJ_SSP126,36.3,13.2,0.8,-0.7,43.0,-0.3,-0.6928406466512702,-46.666666666666664,57.14285714285714,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2044,PROJ_SSP245,38.9,15.8,0.9,-0.7,44.6,1.2,2.7649769585253456,-43.74999999999999,68.3982683982684,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2044,PROJ_SSP370,40.9,17.8,0.9,-0.6,46.7,3.3,7.603686635944699,-40.0,77.05627705627707,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2044,PROJ_SSP585,42.3,19.3,0.8,-0.7,47.8,4.4,10.138248847926267,-46.666666666666664,83.91304347826089,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2045,PROJ_SSP126,37.7,14.7,1.2,-0.4,43.0,-0.4,-0.9216589861751152,-25.0,63.91304347826085,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2045,PROJ_SSP245,38.1,15.0,0.8,-0.7,44.4,1.1,2.540415704387991,-46.666666666666664,64.93506493506493,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2045,PROJ_SSP370,38.1,15.1,1.0,-0.6,43.6,0.2,0.4608294930875576,-37.49999999999999,65.65217391304347,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2045,PROJ_SSP585,39.6,16.6,0.8,-0.8,46.0,2.6,5.990783410138249,-50.0,72.17391304347827,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2046,PROJ_SSP126,35.6,12.6,0.9,-0.6,44.2,0.9,2.0785219399538106,-40.0,54.78260869565217,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2046,PROJ_SSP245,38.5,15.5,0.9,-0.6,44.2,0.9,2.0785219399538106,-40.0,67.3913043478261,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2046,PROJ_SSP370,37.8,14.8,0.9,-0.7,46.6,3.2,7.373271889400922,-43.74999999999999,64.34782608695654,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2046,PROJ_SSP585,39.9,16.8,0.7,-0.8,47.9,4.5,10.368663594470046,-53.333333333333336,72.72727272727273,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2047,PROJ_SSP126,36.9,13.9,1.0,-0.5,43.3,-0.1,-0.2304147465437788,-33.33333333333333,60.434782608695656,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2047,PROJ_SSP245,38.7,15.7,0.8,-0.8,44.2,0.8,1.8433179723502304,-50.0,68.26086956521738,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2047,PROJ_SSP370,40.7,17.7,0.7,-0.8,47.5,4.1,9.44700460829493,-53.333333333333336,76.95652173913042,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2047,PROJ_SSP585,43.8,20.7,0.8,-0.8,49.4,6.0,13.82488479262673,-50.0,89.61038961038962,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2048,PROJ_SSP126,36.4,13.3,0.9,-0.6,42.9,-0.5,-1.1520737327188941,-40.0,57.57575757575758,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2048,PROJ_SSP245,37.9,14.8,0.9,-0.6,46.4,3.0,6.912442396313365,-40.0,64.06926406926408,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2048,PROJ_SSP370,41.4,18.3,0.9,-0.6,48.1,4.8,11.085450346420323,-40.0,79.22077922077924,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2048,PROJ_SSP585,40.2,17.2,0.8,-0.8,49.4,6.0,13.82488479262673,-50.0,74.78260869565216,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2049,PROJ_SSP126,36.9,13.9,1.0,-0.6,44.1,0.8,1.8475750577367205,-37.49999999999999,60.434782608695656,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2049,PROJ_SSP245,38.5,15.5,0.9,-0.6,45.3,1.9,4.377880184331797,-40.0,67.3913043478261,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2049,PROJ_SSP370,38.0,14.9,0.9,-0.7,47.7,4.3,9.907834101382488,-43.74999999999999,64.5021645021645,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2049,PROJ_SSP585,41.4,18.4,0.8,-0.8,50.6,7.2,16.589861751152075,-50.0,80.0,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2050,PROJ_SSP126,36.8,13.7,1.1,-0.4,43.0,-0.4,-0.9216589861751152,-26.666666666666668,59.307359307359306,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2050,PROJ_SSP245,39.9,16.8,0.7,-0.8,44.9,1.5,3.4562211981566824,-53.333333333333336,72.72727272727273,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2050,PROJ_SSP370,39.7,16.6,0.7,-0.8,48.7,5.3,12.211981566820276,-53.333333333333336,71.86147186147186,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2050,PROJ_SSP585,43.5,20.4,0.8,-0.8,49.4,6.1,14.087759815242496,-50.0,88.3116883116883,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2051,PROJ_SSP126,37.3,14.3,0.9,-0.6,42.5,-0.9,-2.0737327188940093,-40.0,62.173913043478265,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2051,PROJ_SSP245,41.8,18.8,0.8,-0.8,47.1,3.7,8.525345622119817,-50.0,81.73913043478262,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2051,PROJ_SSP370,44.0,20.9,0.7,-0.8,49.5,6.1,14.055299539170507,-53.333333333333336,90.47619047619047,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2051,PROJ_SSP585,47.0,23.9,0.7,-0.9,51.5,8.2,18.937644341801384,-56.25,103.46320346320346,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2052,PROJ_SSP126,36.1,13.1,1.0,-0.6,44.4,1.0,2.3041474654377883,-37.49999999999999,56.95652173913043,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2052,PROJ_SSP245,40.7,17.6,0.9,-0.7,46.6,3.3,7.621247113163972,-43.74999999999999,76.1904761904762,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2052,PROJ_SSP370,42.5,19.5,0.8,-0.7,50.1,6.8,15.704387990762122,-46.666666666666664,84.78260869565217,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2052,PROJ_SSP585,46.3,23.3,0.7,-0.8,51.0,7.6,17.51152073732719,-53.333333333333336,101.30434782608697,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2053,PROJ_SSP126,39.6,16.6,0.9,-0.6,45.5,2.1,4.838709677419355,-40.0,72.17391304347827,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2053,PROJ_SSP245,40.3,17.3,0.7,-0.8,47.6,4.2,9.67741935483871,-53.333333333333336,75.21739130434784,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2053,PROJ_SSP370,39.6,16.5,0.7,-0.8,50.1,6.8,15.704387990762122,-53.333333333333336,71.42857142857142,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2053,PROJ_SSP585,45.0,22.0,0.7,-0.8,52.6,9.2,21.198156682027644,-53.333333333333336,95.65217391304348,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2054,PROJ_SSP126,39.3,16.2,1.1,-0.5,44.2,0.8,1.8433179723502304,-31.25,70.12987012987013,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2054,PROJ_SSP245,40.8,17.7,0.8,-0.8,45.9,2.5,5.76036866359447,-50.0,76.62337662337663,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2054,PROJ_SSP370,46.1,23.0,0.7,-0.8,53.1,9.8,22.63279445727483,-53.333333333333336,99.56709956709956,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2054,PROJ_SSP585,51.2,28.2,0.6,-0.9,54.5,11.2,25.86605080831409,-60.0,122.60869565217389,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2055,PROJ_SSP126,36.1,13.0,1.0,-0.6,43.6,0.2,0.4608294930875576,-37.49999999999999,56.27705627705627,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2055,PROJ_SSP245,41.4,18.4,0.8,-0.8,46.9,3.5,8.064516129032258,-50.0,80.0,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2055,PROJ_SSP370,43.4,20.3,0.8,-0.8,51.0,7.7,17.782909930715938,-50.0,87.87878787878789,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2055,PROJ_SSP585,44.6,21.6,0.7,-0.8,53.2,9.8,22.58064516129032,-53.333333333333336,93.91304347826087,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2056,PROJ_SSP126,40.1,17.1,1.2,-0.4,45.0,1.6,3.686635944700461,-25.0,74.34782608695653,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2056,PROJ_SSP245,40.0,17.0,0.8,-0.7,48.6,5.3,12.240184757505771,-46.666666666666664,73.91304347826086,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2056,PROJ_SSP370,44.0,21.0,0.8,-0.7,52.0,8.7,20.092378752886837,-46.666666666666664,91.30434782608695,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2056,PROJ_SSP585,46.2,23.2,0.7,-0.8,53.3,9.9,22.811059907834103,-53.333333333333336,100.86956521739128,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2057,PROJ_SSP126,40.8,17.7,0.9,-0.6,44.3,0.9,2.0737327188940093,-40.0,76.62337662337663,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2057,PROJ_SSP245,40.8,17.8,0.8,-0.7,48.0,4.7,10.854503464203233,-46.666666666666664,77.39130434782611,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2057,PROJ_SSP370,46.0,22.9,0.7,-0.8,52.7,9.3,21.428571428571427,-53.333333333333336,99.13419913419912,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2057,PROJ_SSP585,48.0,24.9,0.7,-0.9,55.1,11.7,26.958525345622114,-56.25,107.79220779220778,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2058,PROJ_SSP126,36.8,13.8,0.9,-0.7,46.5,3.1,7.142857142857144,-43.74999999999999,60.00000000000001,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2058,PROJ_SSP245,37.6,14.5,0.8,-0.7,45.7,2.3,5.299539170506911,-46.666666666666664,62.77056277056276,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2058,PROJ_SSP370,42.5,19.5,0.7,-0.9,52.0,8.6,19.81566820276498,-56.25,84.78260869565217,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2058,PROJ_SSP585,49.5,26.5,0.6,-0.9,57.3,13.9,32.02764976958525,-60.0,115.21739130434783,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2059,PROJ_SSP126,37.1,14.0,0.8,-0.7,44.5,1.2,2.771362586605081,-46.666666666666664,60.60606060606061,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2059,PROJ_SSP245,40.2,17.2,0.9,-0.6,48.1,4.7,10.829493087557603,-40.0,74.78260869565216,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2059,PROJ_SSP370,47.1,24.1,0.7,-0.9,53.6,10.3,23.78752886836028,-56.25,104.78260869565219,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2059,PROJ_SSP585,48.1,25.0,0.6,-1.0,55.7,12.4,28.637413394919164,-62.5,108.22510822510823,SSP5-8.5 (very high emissions),PROJ_SSP245,False
ARG,ARG,2060,PROJ_SSP126,39.2,16.2,1.0,-0.6,45.2,1.8,4.147465437788018,-37.49999999999999,70.43478260869563,SSP1-2.6 (low emissions),PROJ_SSP245,False
ARG,ARG,2060,PROJ_SSP245,41.6,18.5,0.7,-0.8,49.9,6.6,15.242494226327944,-53.333333333333336,80.08658008658008,SSP2-4.5 (middle of the road),PROJ_SSP245,True
ARG,ARG,2060,PROJ_SSP370,44.6,21.6,0.7,-0.8,53.2,9.9,22.863741339491916,-53.333333333333336,93.91304347826087,SSP3-7.0 (high emissions),PROJ_SSP245,False
ARG,ARG,2060,PROJ_SSP585,50.1,27.1,0.6,-1.0,57.4,14.1,32.5635103926097,-62.5,117.82608695652175,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2030,PROJ_SSP126,117.8,25.2,0.0,0.0,133.4,6.6,5.205047318611987,,27.213822894168466,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2030,PROJ_SSP245,112.0,19.3,0.0,0.0,124.3,-2.5,-1.971608832807571,,20.819848975188783,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2030,PROJ_SSP370,109.0,16.3,0.0,0.0,133.0,6.3,4.972375690607735,,17.583603020496223,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2030,PROJ_SSP585,114.5,21.9,0.0,0.0,125.9,-0.9,-0.7097791798107255,,23.65010799136069,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2031,PROJ_SSP126,116.4,23.8,0.0,0.0,131.3,4.6,3.630623520126282,,25.701943844492437,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2031,PROJ_SSP245,114.7,22.0,0.0,0.0,123.6,-3.1,-2.44672454617206,,23.73247033441208,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2031,PROJ_SSP370,119.2,26.6,0.0,0.0,132.9,6.2,4.89344909234412,,28.725701943844495,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2031,PROJ_SSP585,119.5,26.8,0.0,0.0,125.9,-0.8,-0.6314127861089187,,28.91046386192017,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2032,PROJ_SSP126,109.4,16.8,0.0,0.0,130.8,4.0,3.1545741324921135,,18.14254859611231,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2032,PROJ_SSP245,120.4,27.7,0.0,0.0,128.7,2.0,1.5785319652722969,,29.88133764832794,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2032,PROJ_SSP370,122.0,29.4,0.0,0.0,135.8,9.1,7.182320441988948,,31.749460043196542,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2032,PROJ_SSP585,121.8,29.1,0.0,0.0,128.4,1.7,1.3417521704814523,,31.391585760517803,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2033,PROJ_SSP126,113.4,20.8,0.0,0.0,132.6,5.9,4.656669297553276,,22.4622030237581,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2033,PROJ_SSP245,120.1,27.5,0.0,0.0,126.8,0.1,0.07892659826361484,,29.697624190064797,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2033,PROJ_SSP370,122.4,29.7,0.0,0.0,135.2,8.5,6.708760852407261,,32.03883495145631,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2033,PROJ_SSP585,121.2,28.5,0.0,0.0,132.5,5.8,4.57774269928966,,30.74433656957929,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2034,PROJ_SSP126,119.2,26.5,0.0,0.0,132.2,5.5,4.3409629044988165,,28.586839266450916,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2034,PROJ_SSP245,121.9,29.3,0.0,0.0,126.4,-0.4,-0.31545741324921134,,31.641468682505398,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2034,PROJ_SSP370,117.7,25.0,0.0,0.0,135.4,8.7,6.86661404893449,,26.968716289104638,SSP3-7.0 (high emissions),PROJ_SSP245,False
