iso3,country,year,scenario,hot_days_proj,hot_days_proj_diff_1981_2010,icing_days_proj,icing_days_proj_diff_1981_2010,trop_nights_proj,trop_nights_proj_diff_1981_2010,trop_nights_proj_pct_change_1981_2010,icing_days_proj_pct_change_1981_2010,hot_days_proj_pct_change_1981_2010,scenario_label,linked_ssp,is_linked_scenario
ROU,ROU,2030,PROJ_SSP245,7.4,5.1,23.9,-8.8,7.6,-0.8,-9.523809523809524,-26.911314984709477,221.73913043478254,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2030,PROJ_SSP370,8.5,6.2,21.4,-11.3,12.0,3.6,42.857142857142854,-34.5565749235474,269.5652173913044,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2030,PROJ_SSP585,11.5,9.1,21.0,-11.7,12.8,4.4,52.38095238095239,-35.77981651376147,379.16666666666663,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2031,PROJ_SSP126,8.8,6.5,25.0,-7.6,10.9,2.5,29.761904761904763,-23.31288343558282,282.6086956521738,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2031,PROJ_SSP245,8.5,6.1,23.6,-9.1,10.6,2.2,26.190476190476197,-27.82874617737003,254.1666666666666,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2031,PROJ_SSP370,8.8,6.4,22.4,-10.2,12.3,3.9,46.42857142857142,-31.28834355828221,266.66666666666663,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2031,PROJ_SSP585,8.6,6.3,21.7,-11.0,11.5,3.1,36.904761904761905,-33.63914373088684,273.9130434782609,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2032,PROJ_SSP126,9.3,7.0,26.2,-6.4,12.0,3.6,42.857142857142854,-19.631901840490798,304.3478260869564,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2032,PROJ_SSP245,10.2,7.9,21.2,-11.5,11.8,3.4,40.476190476190474,-35.16819571865443,343.4782608695654,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2032,PROJ_SSP370,10.2,7.9,13.5,-19.2,13.4,5.0,59.523809523809526,-58.71559633027522,343.4782608695654,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2032,PROJ_SSP585,11.3,9.0,19.3,-13.4,12.6,4.2,50.000000000000014,-40.978593272171246,391.3043478260868,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2033,PROJ_SSP126,10.8,8.5,25.0,-7.7,11.9,3.5,41.666666666666664,-23.547400611620795,369.5652173913042,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2033,PROJ_SSP245,9.5,7.2,19.7,-12.9,10.5,2.1,25.0,-39.57055214723926,313.04347826086956,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2033,PROJ_SSP370,9.5,7.2,23.9,-8.8,13.5,5.2,62.65060240963856,-26.911314984709477,313.04347826086956,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2033,PROJ_SSP585,13.4,11.1,19.7,-13.0,14.9,6.5,77.38095238095238,-39.75535168195719,482.60869565217376,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2034,PROJ_SSP126,9.3,6.9,24.3,-8.4,13.4,5.0,59.523809523809526,-25.688073394495415,287.49999999999994,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2034,PROJ_SSP245,8.7,6.3,25.1,-7.5,10.9,2.6,31.32530120481928,-23.00613496932515,262.50000000000006,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2034,PROJ_SSP370,8.6,6.3,26.2,-6.5,13.4,5.0,59.523809523809526,-19.877675840978593,273.9130434782609,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2034,PROJ_SSP585,11.4,9.1,19.5,-13.1,13.1,4.7,55.95238095238096,-40.184049079754594,395.6521739130433,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2035,PROJ_SSP126,10.1,7.8,22.0,-10.6,13.5,5.1,60.71428571428571,-32.51533742331288,339.13043478260875,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2035,PROJ_SSP245,9.8,7.4,21.1,-11.6,12.8,4.4,52.38095238095239,-35.474006116207946,308.3333333333333,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2035,PROJ_SSP370,11.2,8.9,22.5,-10.2,15.4,7.0,83.33333333333333,-31.19266055045871,386.95652173913066,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2035,PROJ_SSP585,12.4,10.1,22.9,-9.7,13.2,4.8,57.14285714285715,-29.754601226993866,439.1304347826085,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2036,PROJ_SSP126,11.7,9.4,23.9,-8.7,14.8,6.4,76.19047619047619,-26.68711656441718,408.69565217391323,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2036,PROJ_SSP245,12.1,9.8,19.1,-13.5,13.9,5.5,65.47619047619048,-41.41104294478527,426.08695652173935,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2036,PROJ_SSP370,13.1,10.8,22.8,-9.9,15.1,6.7,79.76190476190477,-30.27522935779816,469.56521739130454,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2036,PROJ_SSP585,13.3,11.0,22.7,-10.0,14.0,5.6,66.66666666666666,-30.58103975535168,478.2608695652172,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2037,PROJ_SSP126,11.6,9.3,22.8,-9.8,13.6,5.2,61.90476190476192,-30.061349693251532,404.34782608695673,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2037,PROJ_SSP245,10.6,8.2,17.6,-15.1,13.0,4.6,54.76190476190476,-46.17737003058103,341.66666666666663,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2037,PROJ_SSP370,10.3,8.0,20.5,-12.2,14.6,6.2,73.80952380952382,-37.30886850152905,347.82608695652164,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2037,PROJ_SSP585,13.3,11.0,18.5,-14.2,17.3,8.9,105.95238095238095,-43.425076452599384,478.2608695652172,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2038,PROJ_SSP126,9.4,7.1,19.2,-13.4,12.2,3.8,45.23809523809524,-41.104294478527606,308.69565217391295,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2038,PROJ_SSP245,15.1,12.7,21.6,-11.0,16.0,7.7,92.7710843373494,-33.74233128834356,529.1666666666665,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2038,PROJ_SSP370,10.0,7.6,24.7,-8.0,13.7,5.3,63.0952380952381,-24.464831804281342,316.66666666666663,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2038,PROJ_SSP585,15.0,12.6,19.4,-13.2,17.1,8.7,103.57142857142854,-40.490797546012274,524.9999999999999,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2039,PROJ_SSP126,12.9,10.6,22.2,-10.5,13.7,5.3,63.0952380952381,-32.11009174311926,460.86956521739114,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2039,PROJ_SSP245,12.4,10.0,23.1,-9.6,12.7,4.3,51.1904761904762,-29.35779816513761,416.66666666666663,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2039,PROJ_SSP370,11.2,8.9,19.0,-13.7,15.6,7.2,85.71428571428574,-41.8960244648318,386.95652173913066,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2039,PROJ_SSP585,18.4,16.1,15.0,-17.6,19.4,11.0,130.95238095238096,-53.987730061349694,700.0000000000009,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2040,PROJ_SSP126,13.4,11.0,21.3,-11.4,15.2,6.8,80.95238095238096,-34.862385321100916,458.3333333333333,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2040,PROJ_SSP245,10.2,7.9,18.5,-14.2,14.0,5.6,66.66666666666666,-43.425076452599384,343.4782608695654,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2040,PROJ_SSP370,11.2,8.9,20.2,-12.4,16.5,8.1,96.42857142857142,-38.03680981595092,386.95652173913066,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2040,PROJ_SSP585,12.7,10.4,21.1,-11.5,16.9,8.5,101.1904761904762,-35.2760736196319,452.1739130434785,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2041,PROJ_SSP126,14.1,11.8,21.8,-10.8,16.4,8.0,95.23809523809526,-33.128834355828225,513.0434782608698,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2041,PROJ_SSP245,13.2,10.8,21.5,-11.2,13.8,5.4,64.28571428571429,-34.25076452599388,450.0000000000003,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2041,PROJ_SSP370,11.9,9.6,21.1,-11.5,15.9,7.5,89.28571428571428,-35.2760736196319,417.391304347826,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2041,PROJ_SSP585,13.4,11.0,20.7,-12.0,16.5,8.1,96.42857142857142,-36.69724770642201,458.3333333333333,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2042,PROJ_SSP126,11.8,9.5,23.6,-9.1,15.0,6.6,78.57142857142856,-27.82874617737003,413.04347826086945,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2042,PROJ_SSP245,9.9,7.6,20.2,-12.5,11.4,3.0,35.714285714285715,-38.2262996941896,330.4347826086955,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2042,PROJ_SSP370,9.6,7.2,20.3,-12.4,13.9,5.5,65.47619047619048,-37.920489296636084,300.0000000000001,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2042,PROJ_SSP585,18.0,15.7,21.2,-11.5,19.7,11.3,134.52380952380955,-35.16819571865443,682.6086956521737,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2043,PROJ_SSP126,13.0,10.6,24.6,-8.1,17.0,8.6,102.38095238095238,-24.770642201834857,441.66666666666663,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2043,PROJ_SSP245,11.0,8.7,22.8,-9.8,14.2,5.8,69.04761904761905,-30.061349693251532,378.26086956521726,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2043,PROJ_SSP370,13.0,10.7,19.0,-13.7,16.3,7.9,94.04761904761905,-41.8960244648318,465.21739130434764,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2043,PROJ_SSP585,12.4,10.0,16.5,-16.2,16.9,8.5,101.1904761904762,-49.541284403669714,416.66666666666663,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2044,PROJ_SSP126,11.1,8.8,24.5,-8.2,15.4,7.0,83.33333333333333,-25.076452599388375,382.6086956521741,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2044,PROJ_SSP245,12.7,10.4,24.0,-8.7,14.7,6.3,75.00000000000001,-26.60550458715596,452.1739130434785,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2044,PROJ_SSP370,11.5,9.2,21.0,-11.6,16.3,7.9,94.04761904761905,-35.58282208588957,399.9999999999999,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2044,PROJ_SSP585,18.8,16.4,20.4,-12.2,19.9,11.5,136.90476190476193,-37.423312883435585,683.3333333333327,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2045,PROJ_SSP126,12.2,9.9,22.9,-9.8,15.8,7.4,88.09523809523809,-29.96941896024465,430.43478260869585,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2045,PROJ_SSP245,14.0,11.7,21.2,-11.5,14.6,6.2,73.80952380952382,-35.16819571865443,508.69565217391283,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2045,PROJ_SSP370,14.0,11.6,17.2,-15.4,16.2,7.8,92.85714285714288,-47.239263803680984,483.3333333333332,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2045,PROJ_SSP585,16.5,14.1,16.3,-16.4,19.2,10.8,128.5714285714286,-50.15290519877675,587.4999999999999,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2046,PROJ_SSP126,9.6,7.2,19.7,-12.9,15.8,7.4,88.09523809523809,-39.57055214723926,300.0000000000001,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2046,PROJ_SSP245,17.3,15.0,23.5,-9.1,17.9,9.5,113.09523809523812,-27.914110429447852,652.173913043478,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2046,PROJ_SSP370,10.4,8.1,19.3,-13.3,16.8,8.4,100.0,-40.79754601226994,352.17391304347814,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2046,PROJ_SSP585,15.8,13.5,18.8,-13.8,17.8,9.4,111.90476190476191,-42.331288343558285,586.9565217391303,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2047,PROJ_SSP126,10.9,8.6,21.1,-11.6,15.0,6.6,78.57142857142856,-35.474006116207946,373.91304347826076,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2047,PROJ_SSP245,14.0,11.6,21.6,-11.0,15.7,7.3,86.90476190476191,-33.74233128834356,483.3333333333332,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2047,PROJ_SSP370,13.0,10.7,18.3,-14.3,19.5,11.1,132.14285714285714,-43.86503067484663,465.21739130434764,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2047,PROJ_SSP585,14.1,11.7,21.3,-11.3,17.7,9.3,110.71428571428574,-34.66257668711656,487.4999999999999,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2048,PROJ_SSP126,13.3,11.0,21.0,-11.6,15.7,7.3,86.90476190476191,-35.58282208588957,478.2608695652172,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2048,PROJ_SSP245,11.5,9.1,16.9,-15.7,15.7,7.3,86.90476190476191,-48.15950920245399,379.16666666666663,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2048,PROJ_SSP370,13.7,11.4,18.3,-14.4,19.5,11.1,132.14285714285714,-44.03669724770642,495.6521739130437,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2048,PROJ_SSP585,14.5,12.2,22.1,-10.6,20.1,11.7,139.28571428571422,-32.415902140672785,530.4347826086954,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2049,PROJ_SSP126,11.8,9.5,19.0,-13.7,14.4,6.0,71.42857142857143,-41.8960244648318,413.04347826086945,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2049,PROJ_SSP245,12.5,10.2,18.2,-14.4,16.6,8.2,97.61904761904758,-44.171779141104295,443.4782608695651,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2049,PROJ_SSP370,8.7,6.4,13.6,-19.0,18.2,9.8,116.6666666666667,-58.282208588957054,278.2608695652175,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2049,PROJ_SSP585,15.1,12.8,15.6,-17.1,20.3,11.9,141.66666666666669,-52.293577981651374,556.521739130435,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2050,PROJ_SSP126,11.7,9.4,21.7,-11.0,16.0,7.6,90.47619047619047,-33.63914373088684,408.69565217391323,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2050,PROJ_SSP245,13.3,11.0,14.7,-17.9,15.9,7.5,89.28571428571428,-54.90797546012271,478.2608695652172,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2050,PROJ_SSP370,16.8,14.4,21.2,-11.5,20.6,12.2,145.23809523809518,-35.16819571865443,599.9999999999999,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2050,PROJ_SSP585,20.3,18.0,16.6,-16.0,23.7,15.3,182.1428571428572,-49.079754601226995,782.6086956521737,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2051,PROJ_SSP126,17.9,15.6,17.9,-14.7,20.5,12.1,144.04761904761904,-45.09202453987731,678.2608695652176,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2051,PROJ_SSP245,11.8,9.4,20.4,-12.2,15.4,7.0,83.33333333333333,-37.423312883435585,391.66666666666663,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2051,PROJ_SSP370,16.4,14.1,17.6,-15.1,19.8,11.4,135.71428571428572,-46.17737003058103,613.0434782608698,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2051,PROJ_SSP585,18.9,16.6,19.4,-13.3,22.2,13.8,164.28571428571433,-40.67278287461774,721.7391304347836,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2052,PROJ_SSP126,13.7,11.3,21.1,-11.5,17.5,9.1,108.33333333333333,-35.2760736196319,470.83333333333366,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2052,PROJ_SSP245,13.6,11.3,19.2,-13.5,16.0,7.6,90.47619047619047,-41.28440366972477,491.30434782608717,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2052,PROJ_SSP370,17.6,15.3,16.6,-16.1,21.4,13.0,154.7619047619048,-49.235474006116206,665.2173913043476,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2052,PROJ_SSP585,17.0,14.7,16.7,-16.0,22.7,14.3,170.23809523809527,-48.929663608562684,639.1304347826084,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2053,PROJ_SSP126,16.8,14.5,21.9,-10.8,20.6,12.2,145.23809523809518,-33.02752293577982,630.4347826086954,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2053,PROJ_SSP245,12.5,10.2,16.7,-15.9,14.8,6.4,76.19047619047619,-48.77300613496933,443.4782608695651,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2053,PROJ_SSP370,17.3,15.0,16.8,-15.8,22.0,13.6,161.9047619047619,-48.466257668711656,652.173913043478,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2053,PROJ_SSP585,18.8,16.4,18.8,-13.9,22.1,13.7,163.09523809523805,-42.50764525993883,683.3333333333327,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2054,PROJ_SSP126,11.2,8.8,21.9,-10.7,15.5,7.1,84.52380952380952,-32.82208588957056,366.6666666666669,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2054,PROJ_SSP245,16.9,14.6,20.7,-12.0,17.2,8.8,104.76190476190479,-36.69724770642201,634.7826086956525,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2054,PROJ_SSP370,16.5,14.2,19.3,-13.3,20.5,12.1,144.04761904761904,-40.79754601226994,617.3913043478259,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2054,PROJ_SSP585,21.1,18.8,11.5,-21.1,24.6,16.2,192.8571428571428,-64.7239263803681,817.3913043478258,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2055,PROJ_SSP126,15.5,13.1,18.8,-13.9,18.6,10.2,121.4285714285714,-42.50764525993883,545.8333333333333,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2055,PROJ_SSP245,11.2,8.8,18.1,-14.6,16.5,8.1,96.42857142857142,-44.64831804281345,366.6666666666669,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2055,PROJ_SSP370,18.6,16.3,14.0,-18.7,22.4,14.0,166.66666666666669,-57.18654434250764,708.6956521739128,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2055,PROJ_SSP585,21.1,18.8,14.1,-18.6,26.0,17.6,209.52380952380958,-56.88073394495413,817.3913043478258,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2056,PROJ_SSP126,13.7,11.4,18.2,-14.5,17.4,9.0,107.14285714285717,-44.342507645259936,495.6521739130437,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2056,PROJ_SSP245,13.4,11.1,15.9,-16.8,17.7,9.3,110.71428571428574,-51.37614678899083,482.60869565217376,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2056,PROJ_SSP370,16.3,13.9,17.4,-15.2,22.5,14.1,167.85714285714283,-46.62576687116565,579.1666666666666,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2056,PROJ_SSP585,23.6,21.3,18.6,-14.1,29.5,21.1,251.19047619047623,-43.11926605504587,926.0869565217389,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2057,PROJ_SSP126,15.7,13.4,19.9,-12.8,17.2,8.8,104.76190476190479,-39.14373088685015,582.6086956521742,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2057,PROJ_SSP245,15.9,13.6,18.6,-14.1,17.9,9.5,113.09523809523812,-43.11926605504587,591.3043478260868,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2057,PROJ_SSP370,17.3,14.9,17.1,-15.6,24.2,15.8,188.09523809523813,-47.70642201834862,620.8333333333333,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2057,PROJ_SSP585,23.2,20.9,16.0,-16.7,28.6,20.2,240.47619047619042,-51.0703363914373,908.6956521739128,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2058,PROJ_SSP126,16.8,14.5,18.7,-14.0,19.8,11.4,135.71428571428572,-42.81345565749235,630.4347826086954,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2058,PROJ_SSP245,18.7,16.4,15.7,-17.0,20.2,11.8,140.4761904761905,-51.98776758409785,713.0434782608693,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2058,PROJ_SSP370,21.0,18.7,21.4,-11.3,25.8,17.5,210.84337349397592,-34.5565749235474,813.0434782608694,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2058,PROJ_SSP585,22.5,20.2,14.8,-17.9,26.6,18.2,216.6666666666666,-54.7400611620795,878.260869565217,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2059,PROJ_SSP126,12.0,9.7,18.4,-14.3,16.9,8.5,101.1904761904762,-43.730886850152906,421.73913043478245,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2059,PROJ_SSP245,14.9,12.5,20.8,-11.9,18.0,9.6,114.28571428571428,-36.391437308868504,520.8333333333333,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2059,PROJ_SSP370,22.7,20.4,17.6,-15.0,27.0,18.7,225.30120481927707,-46.0122699386503,886.9565217391302,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2059,PROJ_SSP585,25.8,23.5,14.6,-18.1,28.1,19.7,234.52380952380943,-55.35168195718655,1021.7391304347823,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ROU,ROU,2060,PROJ_SSP126,15.4,13.0,22.2,-10.4,18.8,10.4,123.80952380952381,-31.901840490797547,541.6666666666666,SSP1-2.6 (low emissions),PROJ_SSP126,True
ROU,ROU,2060,PROJ_SSP245,16.5,14.2,17.2,-15.5,20.5,12.1,144.04761904761904,-47.400611620795104,617.3913043478259,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ROU,ROU,2060,PROJ_SSP370,17.5,15.1,17.2,-15.5,25.4,17.0,202.3809523809524,-47.400611620795104,629.1666666666665,SSP3-7.0 (high emissions),PROJ_SSP126,False
ROU,ROU,2060,PROJ_SSP585,24.7,22.4,14.6,-18.0,29.1,20.7,246.42857142857136,-55.21472392638036,973.9130434782605,SSP5-8.5 (very high emissions),PROJ_SSP126,False
RUS,RUS,2030,PROJ_SSP126,2.4,1.9,155.3,-11.5,2.3,-0.4,-14.814814814814817,-6.894484412470024,380.0,SSP1-2.6 (low emissions),PROJ_SSP245,False
RUS,RUS,2030,PROJ_SSP245,1.9,1.4,155.3,-11.5,1.8,-1.0,-35.714285714285715,-6.894484412470024,280.0,SSP2-4.5 (middle of the road),PROJ_SSP245,True
RUS,RUS,2030,PROJ_SSP370,1.8,1.4,154.2,-12.7,2.3,-0.4,-14.814814814814817,-7.6093469143199535,349.9999999999999,SSP3-7.0 (high emissions),PROJ_SSP245,False
RUS,RUS,2030,PROJ_SSP585,2.6,2.2,156.1,-10.8,2.4,-0.4,-14.285714285714288,-6.4709406830437395,550.0000000000002,SSP5-8.5 (very high emissions),PROJ_SSP245,False
RUS,RUS,2031,PROJ_SSP126,2.3,1.8,157.9,-8.9,2.3,-0.5,-17.857142857142858,-5.335731414868105,360.00000000000017,SSP1-2.6 (low emissions),PROJ_SSP245,False
RUS,RUS,2031,PROJ_SSP245,2.4,2.0,153.5,-13.4,2.6,-0.2,-7.142857142857142,-8.028759736369082,500.0000000000001,SSP2-4.5 (middle of the road),PROJ_SSP245,True
RUS,RUS,2031,PROJ_SSP370,2.3,1.8,156.8,-10.1,2.5,-0.3,-10.714285714285715,-6.051527860994607,360.00000000000017,SSP3-7.0 (high emissions),PROJ_SSP245,False
RUS,RUS,2031,PROJ_SSP585,2.6,2.1,155.9,-10.9,2.7,-0.1,-3.571428571428571,-6.534772182254196,420.0,SSP5-8.5 (very high emissions),PROJ_SSP245,False
RUS,RUS,2032,PROJ_SSP126,2.2,1.7,157.9,-9.0,2.4,-0.4,-14.285714285714288,-5.392450569203115,339.9999999999999,SSP1-2.6 (low emissions),PROJ_SSP245,False
RUS,RUS,2032,PROJ_SSP245,2.3,1.8,154.8,-12.1,2.4,-0.4,-14.285714285714288,-7.24985020970641,360.00000000000017,SSP2-4.5 (middle of the road),PROJ_SSP245,True
RUS,RUS,2032,PROJ_SSP370,2.8,2.3,152.7,-14.2,3.0,0.3,11.11111111111111,-8.508088675853806,459.99999999999994,SSP3-7.0 (high emissions),PROJ_SSP245,False
RUS,RUS,2032,PROJ_SSP585,2.8,2.3,154.3,-12.6,2.9,0.1,3.571428571428572,-7.549430796884361,459.99999999999994,SSP5-8.5 (very high emissions),PROJ_SSP245,False
RUS,RUS,2033,PROJ_SSP126,2.3,1.9,154.4,-12.5,2.5,-0.3,-10.714285714285715,-7.489514679448773,475.0000000000001,SSP1-2.6 (low emissions),PROJ_SSP245,False
RUS,RUS,2033,PROJ_SSP245,2.6,2.1,154.2,-12.6,2.5,-0.3,-10.714285714285715,-7.553956834532374,420.0,SSP2-4.5 (middle of the road),PROJ_SSP245,True
RUS,RUS,2033,PROJ_SSP370,2.5,2.1,155.6,-11.3,2.7,-0.1,-3.571428571428571,-6.77052127022169,525.0000000000002,SSP3-7.0 (high emissions),PROJ_SSP245,False
RUS,RUS,2033,PROJ_SSP585,2.5,2.1,155.0,-11.8,2.8,0.0,0.0,-7.074340527577938,525.0000000000002,SSP5-8.5 (very high emissions),PROJ_SSP245,False
RUS,RUS,2034,PROJ_SSP126,2.8,2.4,156.2,-10.7,2.6,-0.2,-7.142857142857142,-6.411024565608149,600.0000000000001,SSP1-2.6 (low emissions),PROJ_SSP245,False
