region_code,region_name,iso3,country,year,pm25_ugm3,pm25_ugm3_5yr,lat,lon
AL01,Veri,ALB,Albania,1990,23.156487,,41.3309822,19.5095499
AL01,Veri,ALB,Albania,1995,22.153387,,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2000,22.055902,22.455258666666666,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2001,20.908991,22.06869175,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2002,23.179783,22.29091,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2003,25.260035,22.7116196,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2004,22.317146,22.7443714,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2005,22.155418,22.7642746,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2006,23.11545,23.2055664,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2007,20.558344,22.6812786,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2008,19.650908,21.5594532,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2009,20.117268,21.119477600000003,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2010,20.000061,20.6884062,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2011,22.293797,20.5240756,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2012,20.407999,20.4940066,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2013,18.707506,20.3053262,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2014,18.740652,20.030003,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2015,18.327351,19.695461,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2016,16.955502,18.627802,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2017,17.67856,18.0819142,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2018,18.114836,17.9633802,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2019,14.894664,17.194182599999998,41.3309822,19.5095499
AL01,Veri,ALB,Albania,2020,14.848254,16.498363200000004,41.3309822,19.5095499
AL02,Qender,ALB,Albania,1990,22.265354,,42.2015792,19.3616511
AL02,Qender,ALB,Albania,1995,21.90509,,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2000,22.773829,22.314757666666665,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2001,21.479725,22.1059995,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2002,24.08218,22.5012356,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2003,26.804815,23.4091278,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2004,23.580259,23.7441616,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2005,23.442829,23.8779616,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2006,24.317272,24.445471,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2007,22.01519,24.032073,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2008,21.099768,22.891063600000003,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2009,21.577414,22.4904946,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2010,21.413103,22.0845494,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2011,23.582684,21.9376318,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2012,21.686302,21.8718542,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2013,19.991459,21.6501924,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2014,19.907322,21.316174,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2015,19.790834,20.9917202,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2016,18.163628,19.907909,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2017,19.324488,19.4355462,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2018,19.814062,19.4000668,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2019,16.217947,18.6621918,42.2015792,19.3616511
AL02,Qender,ALB,Albania,2020,16.296783,17.963381599999998,42.2015792,19.3616511
AL03,Jug,ALB,Albania,1990,20.658207,,41.0394843,20.034724
AL03,Jug,ALB,Albania,1995,20.35939,,41.0394843,20.034724
AL03,Jug,ALB,Albania,2000,21.010864,20.676153666666668,41.0394843,20.034724
AL03,Jug,ALB,Albania,2001,20.217422,20.56147075,41.0394843,20.034724
AL03,Jug,ALB,Albania,2002,22.406393,20.9304552,41.0394843,20.034724
AL03,Jug,ALB,Albania,2003,24.558578,21.7105294,41.0394843,20.034724
AL03,Jug,ALB,Albania,2004,21.459667,21.9305848,41.0394843,20.034724
AL03,Jug,ALB,Albania,2005,21.412691,22.0109502,41.0394843,20.034724
AL03,Jug,ALB,Albania,2006,22.106546,22.388775,41.0394843,20.034724
AL03,Jug,ALB,Albania,2007,19.884598,21.884416,41.0394843,20.034724
AL03,Jug,ALB,Albania,2008,19.450678,20.862836,41.0394843,20.034724
AL03,Jug,ALB,Albania,2009,19.884125,20.5477276,41.0394843,20.034724
AL03,Jug,ALB,Albania,2010,19.813524,20.2278942,41.0394843,20.034724
AL03,Jug,ALB,Albania,2011,21.049152,20.016415400000003,41.0394843,20.034724
AL03,Jug,ALB,Albania,2012,19.326982,19.9048922,41.0394843,20.034724
AL03,Jug,ALB,Albania,2013,18.204256,19.6556078,41.0394843,20.034724
AL03,Jug,ALB,Albania,2014,18.21847,19.3224768,41.0394843,20.034724
AL03,Jug,ALB,Albania,2015,17.745165,18.908805,41.0394843,20.034724
AL03,Jug,ALB,Albania,2016,16.340382,17.967051,41.0394843,20.034724
AL03,Jug,ALB,Albania,2017,17.260235,17.5537016,41.0394843,20.034724
AL03,Jug,ALB,Albania,2018,17.642294,17.4413092,41.0394843,20.034724
AL03,Jug,ALB,Albania,2019,14.709799,16.739575000000002,41.0394843,20.034724
AL03,Jug,ALB,Albania,2020,14.608865,16.112315000000002,41.0394843,20.034724
AR01,Autonomous City of Buenos Aires,ARG,Argentina,1990,13.995286,,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,1995,13.948689,,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2000,14.827073,14.257016,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2001,14.646815,14.35446575,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2002,14.254735,14.334519599999998,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2003,14.70111,14.4756844,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2004,14.058125,14.4975716,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2005,12.948672,14.1218914,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2006,14.105367,14.013601799999998,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2007,14.010414,13.9647376,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2008,13.304367,13.685389,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2009,12.208669,13.3154978,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2010,11.549215,13.0356064,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2011,11.629319,12.5403968,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2012,11.049853,11.9482846,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2013,12.40711,11.7688332,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2014,11.916346,11.7103686,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2015,12.088377,11.818201,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2016,11.858841,11.8641054,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2017,11.602489,11.9746326,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2018,11.685496,11.8303098,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2019,11.779952,11.803031,-34.6161231,-58.4356212
AR01,Autonomous City of Buenos Aires,ARG,Argentina,2020,12.244462,11.834248,-34.6161231,-58.4356212
AR02,Buenos Aires,ARG,Argentina,1990,14.630641,,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,1995,14.732745,,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2000,14.351796,14.571727333333332,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2001,14.214108,14.4823225,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2002,13.90883,14.367624,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2003,14.390306,14.319557,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2004,13.649521,14.1029122,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2005,12.725047,13.7775624,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2006,13.799459,13.6946326,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2007,13.715837,13.656034,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2008,13.052656,13.388504,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2009,11.909631,13.040526,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2010,11.232248,12.7419662,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2011,11.511971,12.2844686,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2012,10.708536,11.6830084,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2013,11.997957,11.4720686,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2014,11.477931,11.385728599999998,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2015,11.781412,11.4955614,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2016,11.560967,11.5053606,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2017,11.301541,11.6239616,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2018,11.426256,11.5096214,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2019,11.493198,11.5126748,-34.6095579,-58.3887904
AR02,Buenos Aires,ARG,Argentina,2020,11.949928,11.546378,-34.6095579,-58.3887904
AR03,Catamarca,ARG,Argentina,1990,21.382639,,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,1995,21.451674,,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2000,19.230154,20.688155666666667,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2001,19.75108,20.45388675,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2002,19.889004,20.340910200000003,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2003,20.258669,20.1161162,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2004,18.959038,19.617589,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2005,18.145306,19.4006194,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2006,18.462757,19.1429548,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2007,19.249678,19.015089600000003,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2008,17.64155,18.4916658,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2009,16.388021,17.9774624,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2010,16.131046,17.5746104,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2011,16.211786,17.124416200000002,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2012,15.104293,16.2953392,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2013,16.670105,16.1010502,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2014,15.55407,15.93426,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2015,16.776733,16.0633974,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2016,16.130196,16.047079399999998,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2017,16.149839,16.256188599999998,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2018,15.911953,16.1045582,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2019,16.358273,16.265398800000003,-27.7758659,-67.171292
AR03,Catamarca,ARG,Argentina,2020,15.927708,16.0955938,-27.7758659,-67.171292
AR04,Chaco,ARG,Argentina,1990,19.756479,,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,1995,19.990749,,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2000,18.376738,19.374655333333333,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2001,18.069384,19.0483375,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2002,19.305212,19.0997124,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2003,19.855818,19.1195802,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2004,18.129574,18.7473452,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2005,17.624632,18.596924,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2006,17.297709,18.442589,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2007,19.65472,18.5124906,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2008,16.376949,17.816716800000002,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2009,14.992974,17.1893968,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2010,14.253464,16.5151632,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2011,14.215175,15.898656399999998,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2012,14.15621,14.7989544,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2013,15.233939,14.5703524,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2014,14.356956,14.4431488,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2015,15.373325,14.667121,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2016,14.927688,14.8096236,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2017,15.101213,14.9986242,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2018,14.900747,14.9319858,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2019,15.063334,15.073261400000002,-26.3829647,-60.8816092
AR04,Chaco,ARG,Argentina,2020,16.076626,15.2139216,-26.3829647,-60.8816092
AR05,Chubut,ARG,Argentina,1990,20.285646,,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,1995,21.590206,,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2000,20.015493,20.630448333333334,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2001,21.282574,20.79347975,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2002,21.520987,20.9389812,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2003,20.820343,21.0459206,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2004,20.464262,20.8207318,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2005,19.684164,20.754466,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2006,20.295855,20.5571222,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2007,20.783022,20.4095292,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2008,20.21862,20.2891846,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2009,18.282518,19.8528358,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2010,17.217386,19.3594802,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2011,18.603582,19.0210256,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2012,17.159796,18.2963804,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2013,18.454945,17.9436454,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2014,17.788401,17.844822,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2015,18.211538,18.0436524,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2016,18.201885,17.963313,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2017,17.707443,18.0728424,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2018,18.407467,18.0633468,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2019,18.367247,18.179116,-43.7128356,-68.7461817
AR05,Chubut,ARG,Argentina,2020,18.74324,18.2854564,-43.7128356,-68.7461817
AR06,Córdoba,ARG,Argentina,1990,18.876734,,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,1995,19.274364,,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2000,17.58972,18.580272666666666,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2001,17.345179,18.27149925,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2002,17.171654,18.0515302,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2003,18.560751,17.988333599999997,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2004,16.885845,17.5106298,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2005,16.42206,17.2770978,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2006,16.570948,17.122251600000002,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2007,17.333536,17.154628,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2008,16.329908,16.708459400000002,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2009,14.895857,16.310461800000002,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2010,14.007084,15.8274666,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2011,14.364856,15.3862482,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2012,13.506078,14.620756600000002,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2013,15.002401,14.355255199999998,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2014,13.924653,14.1610144,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2015,14.676757,14.294949,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2016,14.306952,14.283368200000002,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2017,13.695203,14.3211932,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2018,14.259878,14.1726886,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2019,14.401175,14.267993,8.3344713,-75.6666238
AR06,Córdoba,ARG,Argentina,2020,15.394497,14.411541,8.3344713,-75.6666238
AR07,Corrientes,ARG,Argentina,1990,18.039059,,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,1995,18.230146,,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2000,17.500732,17.92331233333333,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2001,17.372862,17.78569975,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2002,18.119997,17.8525592,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2003,19.073004,18.0593482,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2004,16.994892,17.8122974,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2005,16.769453,17.6660416,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2006,16.779736,17.547416400000003,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2007,18.495441,17.6225052,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2008,15.570024,16.921909199999998,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2009,14.556355,16.4342018,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2010,13.626562,15.8056236,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2011,13.758238,15.201324,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2012,13.528857,14.2080072,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2013,14.663356,14.0266736,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2014,14.107838,13.9369702,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2015,14.793288,14.170315400000002,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2016,14.658455,14.3503588,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2017,14.549063,14.5544,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2018,14.250993,14.471927399999998,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2019,14.452846,14.540929,-29.0177384,-57.8869739
AR07,Corrientes,ARG,Argentina,2020,14.994829,14.5812372,-29.0177384,-57.8869739
AR08,Entre Ríos,ARG,Argentina,1990,16.234528,,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,1995,16.485291,,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2000,15.697435,16.139084666666665,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2001,15.191909,15.90229075,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2002,14.941355,15.7101036,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2003,15.888228,15.6408436,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2004,14.4504,15.2338654,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2005,13.911034,14.8765852,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2006,14.50603,14.7394094,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2007,14.987468,14.748632,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2008,13.615826,14.2941516,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2009,12.745097,13.953091,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2010,11.856291,13.5421424,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2011,11.961907,13.0333178,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2012,11.420399,12.319904,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2013,12.657676,12.128274,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2014,11.9684,11.9729346,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2015,12.416748,12.085026,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2016,12.212496,12.1351438,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2017,12.00021,12.251106,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2018,12.212549,12.1620806,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2019,12.162074,12.2008154,-32.1290686,-59.5077664
AR08,Entre Ríos,ARG,Argentina,2020,12.687613,12.254988399999998,-32.1290686,-59.5077664
AR09,Formosa,ARG,Argentina,1990,20.094036,,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,1995,20.17317,,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2000,18.660112,19.64243933333333,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2001,18.327719,19.31375925,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2002,19.63938,19.3788834,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2003,19.925606,19.3451974,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2004,18.384506,18.9874646,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2005,17.679123,18.7912668,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2006,17.648443,18.6554116,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2007,19.635223,18.6545802,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2008,16.277008,17.9248606,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2009,14.880455,17.2240504,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2010,14.519932,16.5922122,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2011,14.53221,15.9689656,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2012,14.256726,14.8932662,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2013,14.907049,14.6192744,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2014,14.473429,14.5378692,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2015,15.851585,14.8041998,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2016,15.145687,14.9268952,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2017,15.065131,15.0885762,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2018,14.724416,15.0520496,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2019,14.954035,15.1481708,-24.5955306,-60.4289718
AR09,Formosa,ARG,Argentina,2020,15.956035,15.1690608,-24.5955306,-60.4289718
AR10,Jujuy,ARG,Argentina,1990,26.083214,,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,1995,24.496832,,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2000,22.84757,24.475872,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2001,22.414078,23.9604235,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2002,21.479387,23.464216200000003,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2003,21.00634,22.4488414,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2004,20.465996,21.6426742,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2005,20.090637,21.0912876,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2006,19.622541,20.5329802,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2007,20.368601,20.310823,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2008,18.11536,19.732627,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2009,18.458832,19.3311942,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2010,17.261436,18.765354,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2011,16.671759,18.1751976,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2012,16.268599,17.3551972,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2013,17.597662,17.2516576,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2014,15.9815,16.756191199999996,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2015,17.539326,16.8117692,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2016,16.925161,16.862449599999998,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2017,16.637026,16.936135,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2018,16.270855,16.6707736,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2019,17.115191,16.8975118,-23.1546219,-66.1110913
AR10,Jujuy,ARG,Argentina,2020,16.346569,16.6589604,-23.1546219,-66.1110913
AR11,La Pampa,ARG,Argentina,1990,17.884724,,-37.1789623,-65.704912
AR11,La Pampa,ARG,Argentina,1995,18.367744,,-37.1789623,-65.704912
AR11,La Pampa,ARG,Argentina,2000,17.059948,17.770805333333332,-37.1789623,-65.704912
AR11,La Pampa,ARG,Argentina,2001,17.542063,17.71361975,-37.1789623,-65.704912
