iso3,country,year,scenario,hot_days_proj,hot_days_proj_diff_1981_2010,icing_days_proj,icing_days_proj_diff_1981_2010,trop_nights_proj,trop_nights_proj_diff_1981_2010,hot_days_proj_pct_change_1981_2010,trop_nights_proj_pct_change_1981_2010,icing_days_proj_pct_change_1981_2010,scenario_label,linked_ssp,is_linked_scenario
BRA,BRA,2055,PROJ_SSP126,102.7,63.8,0.0,0.0,277.0,17.3,164.01028277634958,6.66153253754332,,SSP1-2.6 (low emissions),,False
BRA,BRA,2055,PROJ_SSP245,124.1,85.2,0.0,0.0,284.5,24.8,219.02313624678672,9.549480169426262,,SSP2-4.5 (middle of the road),,False
BRA,BRA,2055,PROJ_SSP370,133.8,94.8,0.0,0.0,292.3,32.6,243.07692307692298,12.552945706584524,,SSP3-7.0 (high emissions),,False
BRA,BRA,2055,PROJ_SSP585,145.2,106.3,0.0,0.0,294.7,35.0,273.2647814910026,13.477088948787063,,SSP5-8.5 (very high emissions),,False
BRA,BRA,2056,PROJ_SSP126,116.1,77.2,0.0,0.0,283.1,23.4,198.4575835475579,9.010396611474777,,SSP1-2.6 (low emissions),,False
BRA,BRA,2056,PROJ_SSP245,122.9,84.0,0.0,0.0,285.6,25.9,215.93830334190227,9.973045822102424,,SSP2-4.5 (middle of the road),,False
BRA,BRA,2056,PROJ_SSP370,138.3,99.4,0.0,0.0,296.5,36.8,255.52699228791772,14.170196380438968,,SSP3-7.0 (high emissions),,False
BRA,BRA,2056,PROJ_SSP585,154.8,115.9,0.0,0.0,295.5,35.8,297.9434447300771,13.785136696187909,,SSP5-8.5 (very high emissions),,False
BRA,BRA,2057,PROJ_SSP126,104.7,65.7,0.0,0.0,280.6,20.9,168.46153846153845,8.04774740084713,,SSP1-2.6 (low emissions),,False
BRA,BRA,2057,PROJ_SSP245,113.8,74.8,0.0,0.0,282.5,22.8,191.79487179487177,8.779360800924144,,SSP2-4.5 (middle of the road),,False
BRA,BRA,2057,PROJ_SSP370,142.8,103.9,0.0,0.0,293.1,33.4,267.0951156812339,12.860993453985364,,SSP3-7.0 (high emissions),,False
BRA,BRA,2057,PROJ_SSP585,166.8,127.8,0.0,0.0,295.7,36.0,327.69230769230757,13.862148633038121,,SSP5-8.5 (very high emissions),,False
BRA,BRA,2058,PROJ_SSP126,109.5,70.6,0.0,0.0,281.3,21.6,181.49100257069404,8.317289179822874,,SSP1-2.6 (low emissions),,False
BRA,BRA,2058,PROJ_SSP245,130.2,91.3,0.0,0.0,286.6,26.9,234.70437017994863,10.358105506353482,,SSP2-4.5 (middle of the road),,False
BRA,BRA,2058,PROJ_SSP370,144.4,105.5,0.0,0.0,296.8,37.1,271.20822622107966,14.285714285714288,,SSP3-7.0 (high emissions),,False
BRA,BRA,2058,PROJ_SSP585,157.5,118.6,0.0,0.0,299.5,39.8,304.88431876606677,15.325375433192146,,SSP5-8.5 (very high emissions),,False
BRA,BRA,2059,PROJ_SSP126,110.5,71.5,0.0,0.0,280.9,21.2,183.33333333333331,8.16326530612245,,SSP1-2.6 (low emissions),,False
BRA,BRA,2059,PROJ_SSP245,149.1,110.2,0.0,0.0,290.6,30.9,283.29048843187667,11.898344243357718,,SSP2-4.5 (middle of the road),,False
BRA,BRA,2059,PROJ_SSP370,144.1,105.2,0.0,0.0,296.6,36.9,270.43701799485865,14.208702348864072,,SSP3-7.0 (high emissions),,False
BRA,BRA,2059,PROJ_SSP585,157.8,118.8,0.0,0.0,301.1,41.4,304.6153846153845,15.941470927993837,,SSP5-8.5 (very high emissions),,False
BRA,BRA,2060,PROJ_SSP126,110.2,71.3,0.0,0.0,279.6,19.8,183.29048843187655,7.621247113163972,,SSP1-2.6 (low emissions),,False
BRA,BRA,2060,PROJ_SSP245,132.6,93.7,0.0,0.0,299.4,39.7,240.87403598971727,15.286869464767042,,SSP2-4.5 (middle of the road),,False
BRA,BRA,2060,PROJ_SSP370,153.9,114.9,0.0,0.0,298.2,38.5,294.61538461538464,14.824797843665769,,SSP3-7.0 (high emissions),,False
BRA,BRA,2060,PROJ_SSP585,169.8,130.8,0.0,0.0,303.0,43.3,335.3846153846154,16.67308432807085,,SSP5-8.5 (very high emissions),,False
CAN,CAN,2030,PROJ_SSP126,1.8,1.7,150.2,-12.6,0.9,-0.8,,-47.05882352941176,-7.73955773955774,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2030,PROJ_SSP245,1.2,1.1,149.7,-13.1,0.7,-1.1,,-61.111111111111114,-8.046683046683047,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2030,PROJ_SSP370,1.2,1.2,152.2,-10.6,0.9,-0.9,,-50.0,-6.511056511056513,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2030,PROJ_SSP585,1.7,1.6,149.3,-13.5,0.8,-1.0,,-55.55555555555556,-8.292383292383292,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2031,PROJ_SSP126,1.5,1.4,148.3,-14.5,1.0,-0.8,,-44.44444444444445,-8.906633906633905,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2031,PROJ_SSP245,1.5,1.4,148.7,-14.1,0.8,-1.0,,-55.55555555555556,-8.660933660933662,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2031,PROJ_SSP370,1.3,1.3,148.8,-13.9,1.0,-0.8,,-44.44444444444445,-8.543331284572833,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2031,PROJ_SSP585,1.2,1.1,146.0,-16.7,1.1,-0.7,,-38.888888888888886,-10.264290104486786,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2032,PROJ_SSP126,1.6,1.5,150.2,-12.5,1.2,-0.6,,-33.333333333333336,-7.682851874615857,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2032,PROJ_SSP245,1.5,1.4,149.9,-12.8,0.8,-0.9,,-52.94117647058824,-7.867240319606637,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2032,PROJ_SSP370,1.3,1.3,149.7,-13.0,1.2,-0.6,,-33.333333333333336,-7.990165949600492,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2032,PROJ_SSP585,1.6,1.5,146.1,-16.7,0.9,-0.9,,-50.0,-10.257985257985258,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2033,PROJ_SSP126,1.7,1.7,149.9,-12.8,1.2,-0.6,,-33.333333333333336,-7.867240319606637,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2033,PROJ_SSP245,1.5,1.4,148.1,-14.7,0.9,-0.9,,-50.0,-9.029484029484031,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2033,PROJ_SSP370,1.7,1.6,149.4,-13.3,1.4,-0.4,,-22.222222222222225,-8.174554394591272,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2033,PROJ_SSP585,2.0,1.9,146.3,-16.5,0.9,-0.9,,-50.0,-10.135135135135135,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2034,PROJ_SSP126,1.4,1.4,149.5,-13.3,1.2,-0.6,,-33.333333333333336,-8.16953316953317,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2034,PROJ_SSP245,1.7,1.7,146.9,-15.9,1.0,-0.8,,-44.44444444444445,-9.766584766584765,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2034,PROJ_SSP370,1.3,1.2,147.3,-15.5,1.2,-0.6,,-33.333333333333336,-9.52088452088452,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2034,PROJ_SSP585,1.4,1.3,146.1,-16.7,1.1,-0.7,,-38.888888888888886,-10.257985257985258,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2035,PROJ_SSP126,1.7,1.6,148.6,-14.2,1.4,-0.4,,-22.222222222222225,-8.722358722358722,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2035,PROJ_SSP245,1.7,1.6,148.3,-14.5,1.1,-0.7,,-38.888888888888886,-8.906633906633905,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2035,PROJ_SSP370,1.6,1.5,146.5,-16.2,1.3,-0.4,,-23.52941176470588,-9.956976029502151,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2035,PROJ_SSP585,1.8,1.7,146.0,-16.8,1.0,-0.8,,-44.44444444444445,-10.319410319410318,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2036,PROJ_SSP126,1.7,1.6,147.6,-15.1,1.2,-0.6,,-33.333333333333336,-9.280885064535955,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2036,PROJ_SSP245,1.5,1.5,149.1,-13.6,1.1,-0.6,,-35.29411764705882,-8.358942839582054,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2036,PROJ_SSP370,1.9,1.8,146.9,-15.8,1.3,-0.4,,-23.52941176470588,-9.711124769514443,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2036,PROJ_SSP585,1.5,1.4,143.2,-19.6,0.9,-0.9,,-50.0,-12.039312039312042,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2037,PROJ_SSP126,1.7,1.6,146.4,-16.4,1.3,-0.5,,-27.77777777777778,-10.073710073710073,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2037,PROJ_SSP245,1.5,1.4,148.7,-14.1,0.9,-0.9,,-50.0,-8.660933660933662,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2037,PROJ_SSP370,1.8,1.7,145.9,-16.9,1.3,-0.5,,-27.77777777777778,-10.380835380835379,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2037,PROJ_SSP585,1.9,1.8,145.6,-17.2,1.2,-0.6,,-33.333333333333336,-10.565110565110567,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2038,PROJ_SSP126,1.7,1.7,146.7,-16.1,1.3,-0.5,,-27.77777777777778,-9.889434889434892,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2038,PROJ_SSP245,2.0,1.9,146.3,-16.4,1.0,-0.8,,-44.44444444444445,-10.079901659496002,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2038,PROJ_SSP370,2.1,2.0,147.5,-15.3,1.5,-0.2,,-11.764705882352942,-9.398034398034397,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2038,PROJ_SSP585,1.9,1.8,144.8,-18.0,1.5,-0.3,,-16.666666666666664,-11.056511056511056,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2039,PROJ_SSP126,1.8,1.7,147.1,-15.7,1.3,-0.5,,-27.77777777777778,-9.643734643734645,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2039,PROJ_SSP245,1.5,1.4,146.7,-16.1,0.9,-0.9,,-50.0,-9.889434889434892,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2039,PROJ_SSP370,1.7,1.6,146.7,-16.0,1.3,-0.5,,-27.77777777777778,-9.834050399508298,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2039,PROJ_SSP585,2.0,1.9,144.9,-17.8,1.3,-0.4,,-23.52941176470588,-10.94038106945298,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2040,PROJ_SSP126,1.8,1.8,149.3,-13.4,1.4,-0.4,,-22.222222222222225,-8.236017209588198,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2040,PROJ_SSP245,1.7,1.6,145.6,-17.2,1.2,-0.6,,-33.333333333333336,-10.565110565110567,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2040,PROJ_SSP370,1.8,1.7,148.5,-14.2,1.6,-0.1,,-5.88235294117647,-8.727719729563614,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2040,PROJ_SSP585,2.1,2.0,144.1,-18.7,1.3,-0.5,,-27.77777777777778,-11.486486486486488,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2041,PROJ_SSP126,1.9,1.8,151.2,-11.6,1.2,-0.6,,-33.333333333333336,-7.125307125307126,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2041,PROJ_SSP245,1.4,1.3,144.6,-18.1,1.1,-0.7,,-38.888888888888886,-11.124769514443763,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2041,PROJ_SSP370,2.0,1.9,147.2,-15.6,1.6,-0.2,,-11.111111111111112,-9.582309582309582,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2041,PROJ_SSP585,1.9,1.9,141.7,-21.0,1.5,-0.3,,-16.666666666666664,-12.907191149354642,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2042,PROJ_SSP126,2.1,2.0,144.9,-17.9,1.3,-0.5,,-27.77777777777778,-10.995085995085994,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2042,PROJ_SSP245,1.5,1.4,144.2,-18.6,1.0,-0.8,,-44.44444444444445,-11.425061425061427,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2042,PROJ_SSP370,2.1,2.0,145.3,-17.4,1.8,0.0,,0.0,-10.694529809465271,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2042,PROJ_SSP585,2.5,2.4,142.3,-20.5,1.6,-0.1,,-5.88235294117647,-12.592137592137592,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2043,PROJ_SSP126,2.0,1.9,145.8,-17.0,1.5,-0.3,,-16.666666666666664,-10.44226044226044,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2043,PROJ_SSP245,1.9,1.8,145.4,-17.4,1.0,-0.8,,-44.44444444444445,-10.687960687960686,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2043,PROJ_SSP370,1.7,1.6,145.4,-17.3,1.4,-0.3,,-17.647058823529413,-10.633066994468345,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2043,PROJ_SSP585,2.3,2.2,143.3,-19.5,1.5,-0.3,,-16.666666666666664,-11.977886977886977,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2044,PROJ_SSP126,2.5,2.4,146.5,-16.3,1.7,-0.1,,-5.555555555555556,-10.012285012285012,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2044,PROJ_SSP245,1.9,1.8,145.6,-17.1,1.1,-0.6,,-35.29411764705882,-10.510141364474494,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2044,PROJ_SSP370,1.9,1.8,144.4,-18.4,1.6,-0.2,,-11.111111111111112,-11.3022113022113,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2044,PROJ_SSP585,2.6,2.5,141.4,-21.3,1.7,-0.1,,-5.555555555555556,-13.09157959434542,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2045,PROJ_SSP126,1.6,1.5,145.4,-17.3,1.4,-0.3,,-17.647058823529413,-10.633066994468345,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2045,PROJ_SSP245,1.7,1.6,145.7,-17.0,1.2,-0.6,,-33.333333333333336,-10.448678549477567,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2045,PROJ_SSP370,2.0,1.9,147.5,-15.3,1.7,-0.1,,-5.555555555555556,-9.398034398034397,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2045,PROJ_SSP585,2.3,2.2,139.6,-23.1,1.5,-0.3,,-16.666666666666664,-14.197910264290106,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2046,PROJ_SSP126,2.0,1.9,144.4,-18.4,1.5,-0.2,,-11.764705882352942,-11.3022113022113,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2046,PROJ_SSP245,2.1,2.0,142.1,-20.7,1.4,-0.4,,-22.222222222222225,-12.714987714987716,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2046,PROJ_SSP370,2.0,2.0,145.2,-17.6,1.9,0.1,,5.555555555555556,-10.810810810810812,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2046,PROJ_SSP585,2.0,1.9,141.8,-20.9,1.7,-0.1,,-5.555555555555556,-12.845728334357712,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2047,PROJ_SSP126,1.9,1.8,144.0,-18.8,1.5,-0.2,,-11.764705882352942,-11.547911547911548,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2047,PROJ_SSP245,2.3,2.2,142.4,-20.3,1.4,-0.4,,-22.222222222222225,-12.476951444376152,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2047,PROJ_SSP370,2.2,2.2,145.1,-17.6,1.7,-0.1,,-5.555555555555556,-10.817455439459128,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2047,PROJ_SSP585,2.3,2.2,140.0,-22.8,1.5,-0.3,,-16.666666666666664,-14.004914004914005,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2048,PROJ_SSP126,1.9,1.8,146.2,-16.5,1.5,-0.2,,-11.764705882352942,-10.141364474492933,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2048,PROJ_SSP245,1.9,1.9,143.9,-18.8,1.3,-0.5,,-27.77777777777778,-11.55500921942225,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2048,PROJ_SSP370,2.4,2.3,142.9,-19.8,1.8,0.1,,5.882352941176471,-12.169637369391516,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2048,PROJ_SSP585,2.7,2.6,137.5,-25.2,1.7,0.0,,0.0,-15.488629379225568,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2049,PROJ_SSP126,2.1,2.0,143.8,-19.0,1.7,-0.1,,-5.555555555555556,-11.67076167076167,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2049,PROJ_SSP245,2.1,2.1,142.0,-20.7,1.3,-0.5,,-27.77777777777778,-12.722802704363861,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2049,PROJ_SSP370,2.2,2.1,143.6,-19.1,2.1,0.3,,16.666666666666664,-11.739397664413032,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2049,PROJ_SSP585,2.9,2.8,137.9,-24.9,2.0,0.2,,11.111111111111112,-15.294840294840292,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2050,PROJ_SSP126,2.0,1.9,145.7,-17.1,1.5,-0.2,,-11.764705882352942,-10.503685503685507,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2050,PROJ_SSP245,2.3,2.2,145.0,-17.8,1.5,-0.2,,-11.764705882352942,-10.933660933660933,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2050,PROJ_SSP370,2.5,2.4,140.9,-21.9,2.0,0.3,,17.647058823529413,-13.45208845208845,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2050,PROJ_SSP585,2.8,2.7,138.0,-24.8,2.0,0.2,,11.111111111111112,-15.233415233415231,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2051,PROJ_SSP126,2.4,2.3,143.0,-19.7,1.8,0.0,,0.0,-12.108174554394592,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2051,PROJ_SSP245,2.2,2.1,142.0,-20.7,1.5,-0.3,,-16.666666666666664,-12.722802704363861,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2051,PROJ_SSP370,2.2,2.1,141.9,-20.9,2.4,0.7,,41.17647058823529,-12.837837837837837,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2051,PROJ_SSP585,2.8,2.7,138.3,-24.5,1.9,0.1,,5.555555555555556,-15.049140049140048,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2052,PROJ_SSP126,2.1,2.0,143.7,-19.1,1.5,-0.2,,-11.764705882352942,-11.732186732186735,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2052,PROJ_SSP245,2.3,2.2,140.8,-22.0,1.5,-0.3,,-16.666666666666664,-13.513513513513512,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2052,PROJ_SSP370,2.4,2.3,141.5,-21.3,2.3,0.5,,27.77777777777778,-13.083538083538082,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2052,PROJ_SSP585,3.0,2.9,137.1,-25.7,1.9,0.1,,5.555555555555556,-15.786240786240787,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2053,PROJ_SSP126,1.7,1.7,141.1,-21.6,1.8,0.0,,0.0,-13.275968039336203,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2053,PROJ_SSP245,2.1,2.0,141.0,-21.7,1.4,-0.4,,-22.222222222222225,-13.33743085433313,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2053,PROJ_SSP370,2.7,2.6,138.2,-24.5,2.7,1.0,,58.823529411764696,-15.05838967424708,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2053,PROJ_SSP585,3.2,3.1,137.6,-25.2,2.4,0.6,,33.333333333333336,-15.47911547911548,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2054,PROJ_SSP126,2.5,2.4,143.8,-19.0,1.6,-0.2,,-11.111111111111112,-11.67076167076167,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2054,PROJ_SSP245,2.2,2.1,143.1,-19.7,1.4,-0.3,,-17.647058823529413,-12.100737100737101,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2054,PROJ_SSP370,2.6,2.5,140.4,-22.4,2.2,0.5,,29.411764705882348,-13.759213759213756,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2054,PROJ_SSP585,3.5,3.4,136.8,-26.0,2.4,0.6,,33.333333333333336,-15.970515970515969,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2055,PROJ_SSP126,1.9,1.9,142.7,-20.0,1.6,-0.1,,-5.88235294117647,-12.292562999385373,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2055,PROJ_SSP245,2.0,1.9,141.7,-21.0,1.4,-0.4,,-22.222222222222225,-12.907191149354642,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2055,PROJ_SSP370,2.8,2.7,140.5,-22.3,2.3,0.6,,35.294117647058826,-13.697788697788695,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2055,PROJ_SSP585,3.6,3.5,136.4,-26.3,2.4,0.6,,33.333333333333336,-16.164720344191764,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2056,PROJ_SSP126,2.0,1.9,142.2,-20.5,1.6,-0.2,,-11.111111111111112,-12.599877074370008,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2056,PROJ_SSP245,2.9,2.8,142.7,-20.1,2.0,0.3,,17.647058823529413,-12.346437346437348,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2056,PROJ_SSP370,2.8,2.8,137.8,-25.0,2.4,0.6,,33.333333333333336,-15.356265356265355,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2056,PROJ_SSP585,3.3,3.2,136.2,-26.6,2.4,0.7,,41.17647058823529,-16.339066339066342,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2057,PROJ_SSP126,2.0,1.9,143.0,-19.7,1.8,0.0,,0.0,-12.108174554394592,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2057,PROJ_SSP245,2.1,2.1,142.3,-20.5,1.5,-0.3,,-16.666666666666664,-12.592137592137592,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2057,PROJ_SSP370,2.7,2.6,139.7,-23.1,2.4,0.7,,41.17647058823529,-14.189189189189191,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2057,PROJ_SSP585,3.2,3.1,135.3,-27.5,2.2,0.5,,29.411764705882348,-16.89189189189189,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2058,PROJ_SSP126,1.9,1.8,143.6,-19.2,1.6,-0.2,,-11.111111111111112,-11.793611793611793,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2058,PROJ_SSP245,2.6,2.5,138.9,-23.9,1.6,-0.1,,-5.88235294117647,-14.680589680589678,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2058,PROJ_SSP370,2.5,2.4,138.3,-24.5,2.4,0.6,,33.333333333333336,-15.049140049140048,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2058,PROJ_SSP585,3.7,3.6,134.2,-28.6,2.7,0.9,,49.99999999999999,-17.567567567567572,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2059,PROJ_SSP126,2.0,1.9,144.0,-18.8,2.0,0.2,,11.111111111111112,-11.547911547911548,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2059,PROJ_SSP245,2.3,2.2,136.9,-25.8,1.8,0.1,,5.882352941176471,-15.857406269207127,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2059,PROJ_SSP370,2.8,2.8,137.9,-24.9,2.7,0.9,,49.99999999999999,-15.294840294840292,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2059,PROJ_SSP585,4.0,3.9,131.8,-30.9,2.8,1.1,,64.70588235294119,-18.992009834050396,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CAN,CAN,2060,PROJ_SSP126,2.1,2.1,143.3,-19.5,1.8,0.0,,0.0,-11.977886977886977,SSP1-2.6 (low emissions),PROJ_SSP126,True
CAN,CAN,2060,PROJ_SSP245,2.4,2.4,138.7,-24.1,2.1,0.3,,16.666666666666664,-14.803439803439804,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CAN,CAN,2060,PROJ_SSP370,2.8,2.7,139.7,-23.0,2.6,0.9,,52.94117647058824,-14.136447449293179,SSP3-7.0 (high emissions),PROJ_SSP126,False
CAN,CAN,2060,PROJ_SSP585,3.8,3.7,131.2,-31.6,2.8,1.0,,55.55555555555556,-19.410319410319413,SSP5-8.5 (very high emissions),PROJ_SSP126,False
CHE,CHE,2030,PROJ_SSP126,0.8,0.7,44.4,-15.0,0.6,-1.0,,-62.5,-25.252525252525253,SSP1-2.6 (low emissions),PROJ_SSP126,True
CHE,CHE,2030,PROJ_SSP245,0.8,0.8,49.2,-10.3,0.5,-1.1,,-68.75,-17.3109243697479,SSP2-4.5 (middle of the road),PROJ_SSP126,False
CHE,CHE,2030,PROJ_SSP370,0.8,0.8,45.2,-14.2,1.0,-0.6,,-37.49999999999999,-23.905723905723903,SSP3-7.0 (high emissions),PROJ_SSP126,False
CHE,CHE,2030,PROJ_SSP585,1.0,1.0,46.5,-12.9,1.3,-0.3,,-18.749999999999996,-21.71717171717172,SSP5-8.5 (very high emissions),PROJ_SSP126,False
